Order_ID,Order_Date,Customer_ID,Customer_Age,Gender,Region,Category,Sub_Category,Quantity,Unit_Price,Discount,Sales,Profit
ORD-1084,06-06-2024,CUST-296,23,Male,West,Furniture,Sofas,5,355.08,0,1775.4,282.87
ORD-1085,24-03-2024,CUST-567,62,Male,East,Technology,Machines,5,492.5,0.2,1970,-86.49
ORD-1086,23-10-2023,CUST-75,29,Female,East,Furniture,Bookcases,9,373.4,0,3360.6,855.29
ORD-1087,20-04-2023,CUST-182,42,Male,Central,Technology,Machines,2,459.64,0.1,827.35,-70.51
ORD-1088,11-12-2023,CUST-148,27,Female,East,Furniture,Bookcases,5,457.85,0,2289.25,369.18
ORD-1089,22-12-2024,CUST-318,46,Male,Central,Office Supplies,Art,8,253.59,0.1,1825.85,-127.47
ORD-1090,05-03-2023,CUST-222,69,Male,West,Furniture,Chairs,8,295.79,0,2366.32,523.73
ORD-1091,13-07-2024,CUST-380,63,Female,West,Office Supplies,Storage,7,473.33,0,3313.31,72.35
ORD-1092,28-10-2024,CUST-229,70,Male,Central,Technology,Machines,1,278.1,0,278.1,-3.27
ORD-1093,03-10-2024,CUST-491,41,Female,West,Furniture,Chairs,8,54.22,0,433.76,97.6
ORD-1094,14-06-2022,CUST-514,43,Female,West,Technology,Copiers,6,106.47,0,638.82,193.79
ORD-1095,16-01-2024,CUST-256,24,Male,West,Technology,Phones,2,184.71,0,369.42,101.15
ORD-1096,12-12-2024,CUST-128,39,Female,Central,Office Supplies,Paper,3,474.48,0.15,1209.92,-44.71
ORD-1097,10-06-2023,CUST-235,53,Female,West,Furniture,Tables,9,273.11,0.1,2212.19,35.5
ORD-1098,18-03-2023,CUST-17,42,Female,West,Office Supplies,Paper,2,139.79,0,279.58,87.07
ORD-1099,11-08-2023,CUST-168,28,Male,West,Office Supplies,Paper,7,57.76,0,404.32,7.54
ORD-1100,31-03-2024,CUST-363,34,Female,South,Office Supplies,Binders,7,288.78,0.2,1617.17,132.56
ORD-1101,04-03-2024,CUST-227,57,Male,Central,Furniture,Chairs,5,419.35,0.1,1887.08,588.73
ORD-1102,15-09-2023,CUST-365,33,Female,Central,Technology,Machines,8,468.73,0.15,3187.36,-10.44
ORD-1103,03-06-2022,CUST-42,41,Male,East,Furniture,Chairs,2,57.77,0,115.54,26.31
ORD-1104,11-05-2022,CUST-17,18,Female,Central,Office Supplies,Storage,2,400.71,0.15,681.21,15.3
ORD-1105,12-01-2022,CUST-200,53,Male,West,Technology,Machines,8,380.4,0.1,2738.88,661.62
ORD-1106,04-05-2023,CUST-498,31,Male,East,Furniture,Chairs,7,499.68,0.1,3147.98,355.55
ORD-1107,17-08-2023,CUST-159,35,Male,West,Office Supplies,Binders,4,423.05,0,1692.2,461.99
ORD-1108,07-07-2022,CUST-516,57,Female,East,Office Supplies,Art,2,443.07,0.1,797.53,78.53
ORD-1109,23-12-2023,CUST-170,18,Male,Central,Technology,Phones,1,443.56,0.1,399.2,1.93
ORD-1110,29-01-2024,CUST-245,54,Male,West,Technology,Machines,2,469.84,0.15,798.73,278.81
ORD-1111,12-01-2023,CUST-429,31,Male,Central,Office Supplies,Art,9,171.5,0.1,1389.15,318.84
ORD-1112,20-11-2022,CUST-344,39,Male,East,Office Supplies,Paper,2,120.64,0,241.28,-22.19
ORD-1113,02-03-2022,CUST-11,42,Female,South,Furniture,Bookcases,5,49.26,0.1,221.67,65.53
ORD-1114,18-07-2023,CUST-226,43,Female,Central,Technology,Accessories,4,119.68,0.3,335.1,64.45
ORD-1115,23-01-2024,CUST-521,69,Male,East,Office Supplies,Binders,3,413.97,0.2,993.53,182.21
ORD-1116,23-02-2023,CUST-89,66,Male,Central,Technology,Accessories,2,248.14,0.3,347.4,105.56
ORD-1117,09-08-2024,CUST-170,32,Female,South,Office Supplies,Paper,3,140.11,0.1,378.3,-30.28
ORD-1118,12-08-2024,CUST-316,39,Female,East,Technology,Copiers,2,207.18,0,414.36,7
ORD-1119,30-08-2024,CUST-323,61,Male,West,Furniture,Sofas,1,35.45,0.2,28.36,3.75
ORD-1120,09-02-2022,CUST-170,49,Male,East,Office Supplies,Paper,1,439.92,0.15,373.93,73.4
ORD-1121,26-02-2023,CUST-426,46,Male,Central,Furniture,Bookcases,7,441.41,0.3,2162.91,236.76
ORD-1122,23-03-2022,CUST-448,47,Female,Central,Furniture,Bookcases,4,280.31,0.15,953.05,15.64
ORD-1123,04-10-2024,CUST-412,18,Female,Central,Office Supplies,Storage,6,145.25,0,871.5,82.36
ORD-1124,06-02-2022,CUST-22,52,Female,East,Office Supplies,Paper,6,468.93,0.15,2391.54,-166.15
ORD-1125,29-07-2022,CUST-381,27,Male,Central,Office Supplies,Storage,2,495.12,0.15,841.7,84.74
ORD-1126,25-06-2024,CUST-285,33,Female,West,Office Supplies,Binders,1,165.19,0.1,148.67,36.67
ORD-1127,01-02-2023,CUST-130,62,Female,South,Technology,Machines,9,85.99,0.15,657.82,139.56
ORD-1128,11-11-2024,CUST-453,38,Male,South,Technology,Copiers,3,475.68,0,1427.04,134.93
ORD-1129,24-07-2023,CUST-524,47,Male,South,Technology,Phones,6,118.83,0,712.98,-61.31
ORD-1130,27-07-2022,CUST-199,38,Female,South,Office Supplies,Art,8,83.83,0,670.64,-39.55
ORD-1131,24-11-2023,CUST-206,25,Male,West,Office Supplies,Art,8,460.82,0.1,3317.9,857.48
ORD-1132,05-06-2023,CUST-64,50,Female,Central,Office Supplies,Paper,6,116.64,0,699.84,135.2
ORD-1133,01-10-2022,CUST-102,19,Male,East,Office Supplies,Art,2,242.57,0.1,436.63,13.64
ORD-1134,02-08-2022,CUST-242,39,Female,South,Technology,Machines,3,56.94,0,170.82,58.76
ORD-1135,13-08-2022,CUST-103,26,Female,West,Office Supplies,Paper,1,441.85,0,441.85,119.76
ORD-1136,31-03-2022,CUST-223,42,Male,Central,Furniture,Bookcases,2,411.61,0,823.22,166.02
ORD-1137,17-12-2023,CUST-383,50,Male,Central,Office Supplies,Paper,8,473.94,0.1,3412.37,861.76
ORD-1138,27-07-2022,CUST-524,60,Female,Central,Furniture,Sofas,4,300.75,0.15,1022.55,119.03
ORD-1139,02-05-2022,CUST-288,34,Male,East,Furniture,Chairs,3,488.05,0,1464.15,-26.42
ORD-1140,02-07-2024,CUST-93,26,Male,East,Office Supplies,Paper,3,118.09,0.3,247.99,83.98
ORD-1141,19-12-2022,CUST-404,46,Male,South,Office Supplies,Storage,7,234,0.2,1310.4,297.76
ORD-1142,16-06-2023,CUST-335,39,Female,West,Office Supplies,Art,8,273.93,0.1,1972.3,324.69
ORD-1143,22-10-2022,CUST-552,35,Male,West,Technology,Accessories,3,298.21,0.3,626.24,-3.26
ORD-1144,16-05-2024,CUST-553,42,Male,East,Technology,Phones,8,205.63,0.1,1480.54,273.37
ORD-1145,16-01-2023,CUST-28,18,Male,Central,Furniture,Sofas,8,291.81,0.15,1984.31,-113.37
ORD-1146,18-09-2022,CUST-270,21,Male,West,Office Supplies,Binders,1,387.87,0,387.87,130.49
ORD-1147,23-04-2024,CUST-576,36,Male,East,Office Supplies,Binders,9,218.29,0,1964.61,349.14
ORD-1148,18-11-2023,CUST-251,53,Female,South,Office Supplies,Art,5,269.09,0.15,1143.63,248.65
ORD-1149,30-11-2022,CUST-35,38,Male,Central,Furniture,Tables,2,65.87,0,131.74,-10.11
ORD-1150,18-12-2024,CUST-126,34,Male,Central,Office Supplies,Binders,5,56.14,0.1,252.63,52.97
ORD-1151,28-11-2024,CUST-384,18,Female,Central,Technology,Accessories,8,260.22,0.1,1873.58,374.88
ORD-1152,16-01-2024,CUST-175,34,Male,West,Furniture,Sofas,7,85.38,0,597.66,136.79
ORD-1153,03-03-2023,CUST-345,32,Male,South,Office Supplies,Storage,2,125.85,0.2,201.36,58.21
ORD-1154,21-10-2024,CUST-575,18,Female,West,Office Supplies,Binders,3,470.73,0.2,1129.75,226.1
ORD-1155,19-11-2023,CUST-102,51,Female,East,Technology,Phones,9,49.79,0,448.11,-22.81
ORD-1156,19-01-2022,CUST-455,36,Female,West,Office Supplies,Paper,6,451.18,0.2,2165.66,92.56
ORD-1157,24-12-2024,CUST-497,51,Male,East,Furniture,Bookcases,7,283.9,0,1987.3,291.79
ORD-1158,16-05-2024,CUST-454,51,Female,West,Office Supplies,Paper,8,335.77,0.1,2417.54,262.48
ORD-1159,27-10-2023,CUST-343,36,Male,Central,Technology,Phones,5,202.42,0.1,910.89,127.63
ORD-1160,30-12-2022,CUST-324,36,Male,Central,Technology,Accessories,5,101.91,0,509.55,97.51
ORD-1161,26-02-2024,CUST-156,44,Female,Central,Technology,Accessories,2,87.33,0.1,157.19,21.28
ORD-1162,16-04-2022,CUST-108,41,Male,Central,Office Supplies,Art,4,360.23,0,1440.92,489.23
ORD-1163,08-06-2022,CUST-84,55,Female,South,Furniture,Chairs,7,151.16,0.15,899.4,-14.97
ORD-1164,13-07-2023,CUST-584,46,Female,West,Office Supplies,Storage,7,320.8,0.1,2021.04,337.7
ORD-1165,08-05-2024,CUST-146,53,Male,West,Technology,Phones,5,154.52,0.15,656.71,185.87
ORD-1166,19-09-2024,CUST-432,35,Male,West,Technology,Accessories,7,295.37,0,2067.59,478.84
ORD-1167,14-09-2024,CUST-254,45,Male,East,Office Supplies,Storage,7,275.62,0,1929.34,146.45
ORD-1168,20-09-2022,CUST-102,52,Female,West,Furniture,Sofas,5,339.54,0.1,1527.93,153.72
ORD-1169,13-09-2023,CUST-70,33,Female,East,Office Supplies,Storage,4,47.4,0.2,151.68,-2.07
ORD-1170,15-07-2023,CUST-381,47,Male,West,Office Supplies,Art,2,336.45,0,672.9,126.56
ORD-1171,28-12-2023,CUST-442,21,Female,South,Office Supplies,Paper,2,184.66,0.3,258.52,26.07
ORD-1172,14-10-2022,CUST-104,18,Male,South,Technology,Phones,9,89.39,0.1,724.06,65.32
ORD-1173,30-12-2022,CUST-161,34,Female,South,Furniture,Sofas,1,421.81,0.1,379.63,68.57
ORD-1174,08-01-2024,CUST-407,18,Female,West,Office Supplies,Art,4,155.05,0,620.2,38.49
ORD-1175,07-11-2022,CUST-490,46,Male,South,Technology,Accessories,6,460.1,0.1,2484.54,860.82
ORD-1176,11-02-2022,CUST-526,43,Female,Central,Office Supplies,Binders,6,409.64,0,2457.84,725.28
ORD-1177,01-08-2023,CUST-253,43,Female,East,Furniture,Chairs,2,115.69,0.3,161.97,25.57
ORD-1178,05-04-2022,CUST-117,18,Male,East,Technology,Copiers,1,305.1,0.15,259.34,-5.53
ORD-1179,20-09-2024,CUST-92,40,Female,South,Furniture,Chairs,4,71.91,0.3,201.35,29.66
ORD-1180,15-09-2024,CUST-345,24,Male,Central,Office Supplies,Paper,6,5.16,0,30.96,5.3
ORD-1181,21-11-2023,CUST-156,21,Male,East,Furniture,Bookcases,8,152.19,0.1,1095.77,-25.42
ORD-1182,20-09-2022,CUST-124,21,Female,South,Office Supplies,Storage,1,257.16,0.3,180.01,47.93
ORD-1183,22-12-2024,CUST-92,50,Male,Central,Technology,Accessories,5,443.87,0.1,1997.42,-24.81
ORD-1184,21-08-2023,CUST-65,33,Male,East,Office Supplies,Storage,5,10.46,0.1,47.07,5.49
ORD-1185,30-08-2022,CUST-497,44,Male,Central,Office Supplies,Paper,5,103.43,0,517.15,-41.79
ORD-1186,04-11-2022,CUST-436,48,Male,East,Office Supplies,Storage,7,78.87,0,552.09,159.61
ORD-1187,21-01-2022,CUST-572,25,Male,West,Technology,Accessories,1,477.89,0.15,406.21,17.03
ORD-1188,30-10-2024,CUST-200,56,Male,West,Furniture,Chairs,2,24.02,0.3,33.63,3.62
ORD-1189,13-08-2024,CUST-101,54,Male,Central,Furniture,Chairs,7,261.61,0,1831.27,424.57
ORD-1190,28-03-2022,CUST-399,23,Male,South,Furniture,Sofas,1,40.68,0,40.68,-3.85
ORD-1191,24-06-2023,CUST-320,,Female,South,Technology,Machines,3,91.18,0,273.54,53.92
ORD-1192,18-09-2024,CUST-382,24,Male,South,Office Supplies,Storage,1,151.25,0.15,128.56,23.28
ORD-1193,18-06-2022,CUST-488,33,Male,South,Office Supplies,Binders,9,267.5,0,2407.5,808.49
ORD-1194,09-06-2022,CUST-124,32,Male,West,Furniture,Chairs,2,68.41,0,136.82,43.46
ORD-1195,29-02-2024,CUST-122,24,Female,East,Office Supplies,Paper,4,124.14,0,496.56,-5.53
ORD-1196,08-02-2022,CUST-203,44,Male,South,Technology,Machines,1,132.92,0.1,119.63,22.28
ORD-1197,23-08-2022,CUST-463,59,Male,East,Office Supplies,Paper,9,469.01,0,4221.09,-109.04
ORD-1198,29-03-2022,CUST-108,46,Male,West,Furniture,Tables,6,273.41,0.1,1476.41,190.11
ORD-1199,16-05-2022,CUST-224,18,Female,Central,Office Supplies,Art,8,127.11,0.15,864.35,299.34
ORD-1200,18-04-2023,CUST-598,54,Female,South,Technology,Accessories,5,367.87,0.1,1655.42,-25.48
ORD-1201,20-07-2023,CUST-70,32,Female,Central,Technology,Accessories,1,10.46,0.15,8.89,2.15
ORD-1202,29-11-2023,CUST-405,34,Female,East,Technology,Phones,4,195.76,0.1,704.74,177.02
ORD-1203,07-07-2022,CUST-515,35,Male,West,Furniture,Tables,9,196.9,0.1,1594.89,467.97
ORD-1204,29-11-2023,CUST-319,59,Female,South,Furniture,Sofas,7,352.96,0,2470.72,293.94
ORD-1205,26-10-2023,CUST-350,58,Male,South,Furniture,Tables,6,108.87,0.2,522.58,70.1
ORD-1206,26-04-2023,CUST-161,49,Female,East,Office Supplies,Storage,2,188.85,0,377.7,98.43
ORD-1207,22-10-2023,CUST-505,50,Female,South,Office Supplies,Art,6,495.61,0.15,2527.61,588.92
ORD-1208,19-02-2022,CUST-426,41,Male,Central,Office Supplies,Paper,3,17.97,0,53.91,14.79
ORD-1209,04-08-2023,CUST-260,18,Female,West,Technology,Accessories,5,243.05,0.1,1093.73,351.97
ORD-1210,06-10-2024,CUST-543,44,Female,East,Furniture,Bookcases,3,221.24,0.15,564.16,137.93
ORD-1211,02-07-2023,CUST-163,26,Female,Central,Technology,Phones,5,39.13,0,195.65,5.28
ORD-1212,24-09-2023,CUST-250,42,Male,South,Office Supplies,Paper,6,217.3,0.2,1043.04,21.55
ORD-1213,15-07-2022,CUST-203,37,Female,South,Office Supplies,Binders,2,208.49,0,416.98,127.15
ORD-1214,01-08-2024,CUST-581,38,Male,West,Technology,Machines,7,199.76,0.2,1118.66,284.67
ORD-1215,10-09-2024,CUST-425,68,Male,East,Office Supplies,Paper,1,234.65,0.3,164.26,28.55
ORD-1216,13-06-2024,CUST-529,36,Female,East,Furniture,Chairs,9,426.05,0.1,3451,467.7
ORD-1217,17-07-2022,CUST-66,41,Female,East,Office Supplies,Paper,2,244.92,0,489.84,159.47
ORD-1218,11-03-2023,CUST-561,37,Female,Central,Furniture,Sofas,7,274.99,0,1924.93,251.45
ORD-1219,04-10-2022,CUST-213,56,Male,South,Furniture,Bookcases,4,274.7,0.15,933.98,223.55
ORD-1220,27-08-2023,CUST-44,29,Male,South,Office Supplies,Art,9,282.29,0.15,2159.52,326.28
ORD-1221,15-08-2022,CUST-307,41,Male,Central,Office Supplies,Art,6,189.11,0.1,1021.19,80.49
ORD-1222,08-01-2022,CUST-238,52,Male,South,Furniture,Sofas,8,181.55,0.15,1234.54,30.12
ORD-1223,07-04-2024,CUST-283,23,Male,Central,Office Supplies,Paper,4,281.12,0,1124.48,197.98
ORD-1224,01-05-2023,CUST-366,49,Male,South,Office Supplies,Art,1,301.07,0,301.07,19.17
ORD-1225,11-10-2023,CUST-269,46,Male,West,Furniture,Sofas,7,483.73,0.1,3047.5,1044.83
ORD-1226,04-09-2022,CUST-372,30,Male,East,Office Supplies,Art,5,282.08,0.1,1269.36,283.97
ORD-1227,30-07-2022,CUST-226,47,Male,South,Technology,Accessories,9,238.23,0.2,1715.26,182.97
ORD-1228,21-04-2023,CUST-338,50,Male,Central,Technology,Copiers,5,60.91,0,304.55,68.09
ORD-1229,06-10-2022,CUST-289,37,Male,Central,Technology,Phones,6,370.34,0.2,1777.63,497.17
ORD-1230,25-12-2024,CUST-191,35,Female,Central,Furniture,Sofas,3,344.73,0,1034.19,-22.03
ORD-1231,23-05-2022,CUST-460,46,Female,South,Office Supplies,Paper,5,21.43,0,107.15,20.78
ORD-1232,24-04-2024,CUST-142,35,Female,West,Furniture,Chairs,2,327.13,0.2,523.41,-52.3
ORD-1233,03-12-2023,CUST-424,26,Male,East,Technology,Copiers,3,209.32,0.2,502.37,58.06
ORD-1234,06-09-2023,CUST-173,46,Female,South,Technology,Accessories,7,68.09,0.15,405.14,136.84
ORD-1235,02-02-2024,CUST-437,50,Female,West,Technology,Machines,7,268.67,0.1,1692.62,173.37
ORD-1236,10-04-2023,CUST-222,20,Male,West,Office Supplies,Art,9,11.14,0.1,90.23,3.21
ORD-1237,09-03-2022,CUST-255,49,Female,Central,Office Supplies,Storage,8,439.24,0,3513.92,186.88
ORD-1238,21-12-2024,CUST-304,44,Male,East,Furniture,Chairs,1,146.22,0.1,131.6,2.7
ORD-1239,09-10-2024,CUST-65,56,Female,South,Technology,Machines,9,455.27,0.15,3482.82,951.43
ORD-1240,28-11-2022,CUST-550,38,Female,East,Furniture,Bookcases,6,220.13,0.15,1122.66,191.82
ORD-1241,28-06-2022,CUST-579,51,Female,East,Office Supplies,Binders,4,339.83,0,1359.32,7.32
ORD-1242,13-12-2022,CUST-467,41,Male,South,Office Supplies,Paper,7,492,0,3444,286.33
ORD-1243,17-03-2023,CUST-49,34,Female,South,Office Supplies,Binders,1,313.15,0.1,281.83,28.57
ORD-1244,09-07-2023,CUST-382,45,Male,West,Furniture,Tables,4,58.47,0,233.88,61.08
ORD-1245,27-03-2024,CUST-551,72,Male,East,Office Supplies,Art,9,410.01,0.1,3321.08,982.83
ORD-1246,25-06-2024,CUST-301,25,Male,South,Office Supplies,Storage,1,197.99,0.15,168.29,49.98
ORD-1247,04-06-2023,CUST-324,50,Male,East,Technology,Copiers,9,320.02,0,2880.18,45.86
ORD-1248,24-02-2023,CUST-41,37,Male,Central,Office Supplies,Storage,2,50.68,0.1,91.22,13.44
ORD-1249,15-04-2022,CUST-377,50,Male,West,Technology,Machines,2,444.58,0.1,800.24,100.81
ORD-1250,30-03-2023,CUST-357,19,Male,Central,Furniture,Bookcases,5,451.71,0,2258.55,316.84
ORD-1251,11-08-2022,CUST-420,32,Female,Central,Furniture,Chairs,9,365.94,0.15,2799.44,785.3
